policy_id,policy_country_iso_code,policy_jurisdiction,policy_country,policy_type_of_policy_instrument,policy_sector_name,policy_type,policy_implementation_state,policy_date_of_decision,policy_start_date_of_implementation,policy_end_date_of_implementation,policy_high_impact,policy_last_updated,policy_start_date_analysis,policy_end_date_analysis,DirectInvestment,FiscalFinancialIncentives,Market-basedInstruments,CodesStandards,OtherRegulatoryInstruments,RDD,InformationEducation,PolicySupport,VoluntaryApproaches,BarrierRemoval,ClimateStrategy,Target,g1,g2,g3,g4,g5,g6,g7,eh1,eh2,eh3,eh4,eh5,eh6,eh7,eh8,eh9,eh10,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,b1,b2,b3,b4,b5,b6,lt1,lt2,lt3,lt4,lt5,lt6,lt7,af1,af2,af3,af4,af5,af6,GeneralSector,ElectricitySector,IndustrySector,BuildingsSector,TransportSector,LandSector,F,Sp
211000294,USA,Country,United States of America,"Research & Development and Deployment (RD&D), Demonstration project, Research programme, Technology development","Electricity and heat, Renewables, Industry, Transport",Renewables,In force,2000,,,Unknown,,2000,2021,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,3,2
211000295,USA,Country,United States of America,"Research & Development and Deployment (RD&D), Technology development","Transport, Electricity and heat, Renewables, Industry, Waste CH4","Renewables, Other low-carbon technologies and fuel switch",In force,2007,,,Unknown,,2007,2021,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,3,2
211000296,ITA,Country,Italy,"Policy support, Research & Development and Deployment (RD&D)","Electricity and heat, Transport, Renewables",Renewables,In force,2004,,,Unknown,,2004,2021,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,2
211000298,USA,Country,United States of America,"Fiscal or financial incentives, Grants and subsidies, Demonstration project, Technology deployment and diffusion, Technology development","Electricity and heat, Renewables, Agriculture and forestry",Renewables,In force,2002,,,Unknown,,2002,2021,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,2,2
211000299,GBR,Country,United Kingdom,"Fiscal or financial incentives, Advice or aid in implementation, Information provision, Institutional creation, Strategic planning, Research programme","Electricity and heat, Renewables",Renewables,In force,2005,,,Unknown,,2005,2021,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
211000300,FRA,Country,France,Policy support,"Transport, Electricity and heat",Renewables,In force,2005,,,Unknown,,2005,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,1
211000301,FRA,Country,France,Feed-in tariffs or premiums,"Electricity and heat, Gas",Renewables,In force,2011,,,Unknown,,2011,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
211000302,ITA,Country,Italy,"Market-based instruments, Feed-in tariffs or premiums","Transport, Electricity and heat",Renewables,In force,2014,,,Unknown,,2014,2021,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,1
211000304,DEU,Country,Germany,Endorsement label,"Buildings, Hot water and cooking",Energy efficiency,In force,2006,,,Unknown,,2006,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
211000305,USA,Country,United States of America,Strategic planning,General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables",In force,2011,,,High,,2011,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211000306,IDN,Country,Indonesia,"Strategic planning, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Renewables",Renewables,Superseded,2005,,2014,Unknown,,2005,2014,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
211000307,FRA,Country,France,"Monitoring, Other mandatory requirements","Buildings, Appliances, Hot water and cooking",Energy efficiency,In force,2009,,,Unknown,,2009,2021,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
211000308,TUR,Country,Turkey,Codes and standards,"Buildings, Hot water and cooking",Energy efficiency,In force,2005,,,Unknown,,2005,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
211000310,FRA,Country,France,"Energy and other taxes, Grants and subsidies","Transport, Heavy-duty vehicles, Light-duty vehicles",Energy efficiency,In force,2007,,,Unknown,,2007,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,2
211000311,BRA,Country,Brazil,"Grants and subsidies, Loans","Electricity and heat, Renewables, Transport","Renewables, Energy efficiency",In force,2013,,,Unknown,,2013,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2,2
211000312,BRA,Country,Brazil,"Net metering, User charges, Regulatory Instruments","Electricity and heat, Renewables",Renewables,In force,2012,,,Unknown,,2012,2021,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
211000313,BRA,Country,Brazil,"Regulatory Instruments, Tendering schemes","Electricity and heat, Renewables",Renewables,Ended,2007,,2015,High,,2007,2015,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
211000315,BRA,Country,Brazil,"Information provision, Research & Development and Deployment (RD&D)",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2007,2007,,Unknown,,2007,2021,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211000316,USA,Country,United States of America,"Negotiated agreements (public-private sector), Direct investment, Voluntary approaches, RD&D funding, Research & Development and Deployment (RD&D)","Buildings, Appliances",Energy efficiency,In force,2008,,,Unknown,,2008,2021,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
211000321,ITA,Country,Italy,"Grants and subsidies, Tax relief, Obligation schemes",Electricity and heat,"Energy efficiency, Renewables",In force,2007,,,Unknown,,2007,2021,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
211000323,USA,Country,United States of America,"Negotiated agreements (public-private sector), Advice or aid in implementation, Information provision, Research & Development and Deployment (RD&D)",Buildings,"Energy efficiency, Renewables",In force,2004,,,Unknown,,2004,2021,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
211000324,USA,Country,United States of America,"Fiscal or financial incentives, Voluntary approaches","Agriculture and forestry, Agricultural CH4, Agricultural CO2, Agricultural N2O, Forestry","Energy service demand reduction and resource efficiency, Non-energy use",In force,2015,2015,,Unknown,,2015,2021,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,1,2
211000325,CAN,Country,Canada,Strategic planning,Buildings,Unknown,Ended,2007,,2014,Unknown,,2007,2014,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
211000326,AUS,Country,Australia,Building codes and standards,"Buildings, Construction",Energy efficiency,In force,2017,,,Unknown,,2017,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
211000330,AUS,Country,Australia,"Negotiated agreements (public-private sector), Regulatory Instruments, Other mandatory requirements, Codes and standards",Buildings,Energy efficiency,Superseded,2004,,2010,Unknown,,2004,2010,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
211000331,KOR,Country,Republic of Korea,Building codes and standards,"Buildings, Heating and cooling, Hot water and cooking, Construction","Energy efficiency, Renewables, Non-energy use",In force,2003,,,unclear,,2003,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
211000332,USA,Country,United States of America,"Advice or aid in implementation, Information provision, Regulatory Instruments, Codes and standards, Building codes and standards","Buildings, Heating and cooling, Construction",Energy efficiency,In force,1992,,,High,,1992,2021,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
211000333,JPN,Country,Japan,"Information and education, Performance label, Endorsement label, Regulatory Instruments, Codes and standards, Building codes and standards","Buildings, Construction",Non-energy use,In force,2015,2016,,Unknown,,2015,2021,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
211000335,CHN,Country,China,"Feed-in tariffs or premiums, Grants and subsidies","Electricity and heat, Renewables",Renewables,In force,2010,,,Unknown,,2010,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
211000341,USA,Country,United States of America,"Regulatory Instruments, Advice or aid in implementation, Information provision, Research & Development and Deployment (RD&D)",Buildings,Energy efficiency,Ended,2008,2008,2012,Unknown,,2008,2012,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1
211000342,FRA,Country,France,Building codes and standards,"Transport, Low-emissions mobility, Buildings, Construction",Other low-carbon technologies and fuel switch,In force,2015,,,Unknown,,2015,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,2,2
211000343,IND,Country,India,Building codes and standards,"Buildings, Transport, Low-emissions mobility, Construction",Renewables,In force,2019,,,Unknown,,2019,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,2
211000345,EUE,Country,European Union,Formal & legally binding climate strategy,General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch",Superseded,1998,2008,2012,Unknown,,1998,2012,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211000346,USA,Country,United States of America,"Grants and subsidies, Strategic planning",Electricity and heat,Renewables,In force,2009,,,Unknown,,2009,2021,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
211000347,USA,Country,United States of America,"Information and education, Advice or aid in implementation, Information provision, Research & Development and Deployment (RD&D), Research programme, Voluntary approaches, Negotiated agreements (public-private sector)","Buildings, Appliances, Heating and cooling","Energy efficiency, Renewables",In force,2007,,,Unknown,,2007,2021,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,2
211000348,DEU,Country,Germany,Grants and subsidies,"Transport, Low-emissions mobility, Heavy-duty vehicles",Other low-carbon technologies and fuel switch,In force,2018,,,Unknown,,2018,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
211000350,AUS,Country,Australia,"Information and education, Information provision","Buildings, Industry",Energy efficiency,In force,2019,,,Unknown,,2019,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,2,1
211000351,DEU,Country,Germany,Information provision,"Buildings, Appliances, Transport, Electricity and heat","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2009,,,Unknown,,2009,2021,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,3,2
211000352,USA,Country,United States of America,"Infrastructure investments, Research & Development and Deployment (RD&D), Demonstration project, Research programme, Technology deployment and diffusion, Technology development","Electricity and heat, CCS, Industry, Industrial process CO2",Other low-carbon technologies and fuel switch,In force,1997,,,Unknown,,1997,2021,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2,2
211000353,AUS,Country,Australia,Infrastructure investments,"Electricity and heat, Industry, CCS, Industrial process CO2",Other low-carbon technologies and fuel switch,In force,2009,,,unclear,,2009,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2,2
211000354,BRA,Country,Brazil,"Infrastructure investments, RD&D funding","Industry, Industrial process CO2",Other low-carbon technologies and fuel switch,In force,2006,,,Unknown,,2006,2021,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
211000355,DEU,Country,Germany,"Voluntary approaches, Negotiated agreements (public-private sector)",Electricity and heat,Other low-carbon technologies and fuel switch,In force,2012,,,Unknown,,2012,2021,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
211000356,USA,Country,United States of America,"Grants and subsidies, Advice or aid in implementation, Information provision","Electricity and heat, Industry, Waste CH4",Energy efficiency,Ended,2008,2008,2012,Unknown,,2008,2012,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2,2
211000357,BRA,Country,Brazil,Energy and other taxes,"Electricity and heat, Gas, Oil, Transport, Industry","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2002,,,Unknown,,2002,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,3,2
211000358,USA,Country,United States of America,Tax relief,"Electricity and heat, CCS, Industry, Industrial process CO2",Other low-carbon technologies and fuel switch,In force,2008,,,High,,2008,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2,2
211000359,IDN,Country,Indonesia,"Sectoral standards, Codes and standards","Industry, Industrial process CO2, Industrial energy related","Energy efficiency, Energy service demand reduction and resource efficiency",In force,2012,,,Unknown,,2012,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,2
211000360,GBR,Country,United Kingdom,Energy and other taxes,"Transport, Light-duty vehicles",Other low-carbon technologies and fuel switch,In force,2017,,,Unknown,,2017,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1,2
211000361,AUS,Country,Australia,"Information provision, Strategic planning, Technology deployment and diffusion, Technology development, Negotiated agreements (public-private sector)","Electricity and heat, Coal, Industry","Energy efficiency, Other low-carbon technologies and fuel switch",Ended,2004,,2014,Unknown,,2004,2014,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2,2
211000365,ITA,Country,Italy,Grants and subsidies,"Electricity and heat, Renewables",Renewables,Ended,2007,,2007,Unknown,,2007,2007,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
211000368,CAN,Country,Canada,Policy support,"Industry, Electricity and heat","Energy efficiency, Other low-carbon technologies and fuel switch",In force,2005,,,Unknown,,2005,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2,1
211000369,CAN,Country,Canada,Strategic planning,General,"Energy service demand reduction and resource efficiency, Non-energy use",In force,2012,,,Unknown,,2012,2021,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211000370,CAN,Country,Canada,"RD&D funding, Demonstration project, Technology development",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2001,,,Unknown,,2001,2021,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211000371,CAN,Country,Canada,Industrial air pollution standards,"Electricity and heat, Industry",Non-energy use,In force,2006,,,Unknown,,2006,2021,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,2,1
211000372,CAN,Country,Canada,Voluntary approaches,"Transport, Air","Energy efficiency, Other low-carbon technologies and fuel switch",In force,2012,,,Unknown,,2012,2021,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,2
211000373,CAN,Country,Canada,Grants and subsidies,Agriculture and forestry,"Energy service demand reduction and resource efficiency, Non-energy use",Ended,2014,,2019,Unknown,,2014,2019,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2
211000376,CAN,Country,Canada,"Advice or aid in implementation, Information provision, Performance label, Institutional creation, Voluntary approaches",Industry,Energy efficiency,Ended,2011,2011,2016,Unknown,,2011,2016,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1
211000378,CAN,Country,Canada,GHG emissions allowances,General,Energy efficiency,Ended,2007,,2011,Unknown,,2007,2011,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211000379,CAN,Country,Canada,GHG emissions allowances,General,Energy efficiency,In force,2007,,,Unknown,,2007,2021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
211000380,CAN,Country,Canada,"Tax relief, Grants and subsidies","Electricity and heat, Renewables",Renewables,In force,1996,,,Unknown,,1996,2021,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
